,sample1,sample2,sample3,sample4
ENSG00000041988,3.320643364,3.30801194,3.271574577,3.305644347
ENSG00000042088,4.730208836,4.741910395,4.504564812,4.569378251
ENSG00000042286,6.215451813,6.148129055,6.276583566,6.242462646
ENSG00000042317,2.696661535,2.710505651,2.79917465,2.793887095
ENSG00000042429,6.566714745,6.746362855,6.712224304,6.816917746
ENSG00000042445,6.850578772,6.798966409,7.082500997,6.728233076
ENSG00000042493,8.098144107,7.9728362,7.595223485,7.396481433
ENSG00000042753,7.35804382,7.277195114,7.095390514,7.114717269
ENSG00000042980,2.522757971,2.418584426,2.45689117,2.493064569
ENSG00000043039,4.954716937,4.907270181,4.902684856,4.965992588
ENSG00000043093,7.105882159,7.369108543,7.356579367,7.211012651
ENSG00000043143,7.405193587,7.339636581,7.37189211,7.153060491
ENSG00000043514,5.50688429,5.542602136,5.373908308,5.333902107
ENSG00000043591,2.802196908,2.772770675,2.969171654,2.847098485
ENSG00000044090,6.459600963,6.438728781,6.824125342,6.656992989
ENSG00000044115,10.01620466,9.942080685,10.13829166,9.796907405
ENSG00000044446,6.110188721,6.214850818,6.334852819,6.560845596
ENSG00000044459,2.063290706,2.048080999,2.070632928,2.090277292
ENSG00000044574,10.10133415,10.02191272,10.12344501,10.14784779
ENSG00000046604,8.531158949,8.39480348,8.787881979,8.723466986
ENSG00000046647,4.635264535,4.566003905,4.603818561,4.279693007
ENSG00000046651,6.239828635,6.194591904,6.450171574,6.726316216
ENSG00000047056,5.415627788,5.346469535,5.438389127,5.314446139
ENSG00000047188,6.253572128,6.175116881,6.147537348,6.330991439
ENSG00000047230,5.813362858,5.90038001,5.747276519,5.760414058
ENSG00000047249,6.717789334,6.711058211,6.703485447,6.710653272
ENSG00000047315,8.057616088,7.928783142,8.120922701,8.166538919
ENSG00000047346,5.957095427,5.926882123,6.731733637,6.465212586
ENSG00000047365,6.345235995,6.212335409,6.50716335,6.614238144
ENSG00000047410,8.658559195,8.591518803,9.167707891,9.210939583
ENSG00000047578,6.019525904,6.223581156,6.374842014,6.762583458
ENSG00000047579,4.478218787,4.498175894,4.577058146,4.489586249
ENSG00000047597,4.883084222,4.860441997,4.899811253,5.015035498
ENSG00000047621,5.749126882,5.224511287,5.502263068,5.476672096
ENSG00000047634,5.319999308,5.367357117,5.558556382,5.744998239
ENSG00000047644,5.762727576,5.703411895,6.002999694,5.930465078
ENSG00000047849,8.934619256,8.86628424,8.88667413,8.506920336
ENSG00000047932,6.760579636,6.807169691,7.022648778,7.158813589
ENSG00000048028,6.764749855,6.635890536,6.722284521,6.650139619
ENSG00000048140,6.221678665,6.285320696,6.393526387,6.413486771
ENSG00000048162,5.595409652,5.480595333,5.156902676,5.053992339
ENSG00000048342,3.85979243,3.914832134,3.764134537,3.900467836
ENSG00000048392,6.455883947,6.579215467,7.012810155,6.944721726
ENSG00000048405,6.264948684,6.427938664,6.623305374,6.432213006
ENSG00000048471,4.639675703,4.901752955,4.920808549,4.757723668
ENSG00000048544,6.404323324,6.662844785,6.520685185,6.59694055
ENSG00000048649,8.332126677,7.965402793,8.49972213,8.668129833
ENSG00000048707,6.650295115,6.834627491,7.298221401,6.826242297
ENSG00000048828,9.47240831,9.492406565,9.400322499,9.354350873
ENSG00000048991,6.692218276,6.858621993,7.18302804,6.852569177
ENSG00000049130,7.733756674,7.841361704,7.153940531,7.090069711
ENSG00000049167,4.568253042,4.459040493,4.567867386,4.526198328
ENSG00000049192,6.234804499,6.43031969,6.282492703,6.324328267
ENSG00000049239,7.186307964,7.183507704,7.412677464,7.342692846
ENSG00000049245,7.847293505,7.796480687,8.048093408,8.08299443
ENSG00000049246,4.683054796,4.844624321,4.791607597,4.693336469
ENSG00000049283,5.744671502,5.702049027,5.767942204,5.789180329
ENSG00000049323,2.966476362,3.045760605,3.020476158,3.033520829
ENSG00000049449,8.191979524,8.286979382,8.32275436,8.34779802
ENSG00000049540,1.442028124,1.433871308,1.40228701,1.503939204
ENSG00000049541,6.34998474,6.46467075,6.265786677,6.290890529
ENSG00000049618,7.569620937,7.84461912,7.744405776,7.488670415
ENSG00000049656,8.675245552,8.328911554,8.506587282,8.64946338
ENSG00000049759,8.431696151,8.235095611,8.080065225,8.242583614
ENSG00000049769,2.770277699,2.70689925,2.92895334,2.71054163
ENSG00000049860,7.688081206,7.741764149,7.992437022,8.220626095
ENSG00000049883,4.906632117,4.597263769,4.744654433,4.431772898
ENSG00000050130,5.507758726,5.54384972,5.807678168,5.847787266
ENSG00000050327,6.556322959,6.749431653,6.633214926,5.873285886
ENSG00000050344,7.719233015,7.657761003,7.454931934,7.340924282
ENSG00000050393,6.787099972,6.984702754,6.795703676,7.372474906
ENSG00000050405,9.191895625,9.234570654,9.288933684,9.368675523
ENSG00000050426,6.623658075,6.88826657,6.591401035,6.661948558
ENSG00000050748,6.733650344,6.559187227,6.830405985,6.565736742
ENSG00000050820,5.512330377,5.989991999,4.86122645,5.620848932
ENSG00000051009,6.651531558,6.629319962,6.654404439,6.664242919
ENSG00000051108,6.672899638,7.411615079,7.221459471,7.095170241
ENSG00000051128,2.482794162,2.542361795,2.462143646,2.436205669
ENSG00000051180,5.706483333,5.719897056,5.538443802,5.57456775
ENSG00000051341,6.189366226,6.062814836,5.710526818,6.474344694
ENSG00000051382,7.068108173,7.013920498,7.11731502,7.285746221
ENSG00000051523,8.615208538,8.376777071,8.000719121,7.632338988
ENSG00000051596,6.099368116,5.962059123,5.730403085,5.860688253
ENSG00000051620,6.886186773,7.090554466,6.981967018,7.128112954
ENSG00000051825,6.625169847,6.557010284,6.32655726,6.709998086
ENSG00000052126,6.902397846,6.941662286,7.082729454,6.990637533
ENSG00000052344,7.363367088,7.483006242,7.724145178,7.59997865
ENSG00000052723,6.671345827,6.841093347,6.487307303,7.138012195
ENSG00000052749,6.335094156,6.333553125,6.529573474,5.866471664
ENSG00000052795,6.833869154,6.958746803,7.292141446,7.093692199
ENSG00000052802,6.943115862,6.532607632,6.733268857,6.745480282
ENSG00000052841,8.029605623,8.067698753,8.190004602,8.276092164
ENSG00000053108,1.849332568,1.851044042,1.821764093,1.852258321
ENSG00000053254,5.731682504,5.755692855,5.769589561,5.993750097
ENSG00000053371,6.71490441,6.791116649,6.702365007,6.664325255
ENSG00000053372,6.841332684,7.002896778,6.344759685,6.369347765
ENSG00000053501,3.974725447,3.89916945,3.924203307,3.755278104
ENSG00000053702,1.779250923,1.797878259,1.805044473,1.782989945
ENSG00000053747,7.129004198,6.877425762,7.479863617,7.391055337
ENSG00000053770,5.891003054,5.808400627,5.772494608,5.842717431
ENSG00000053900,5.648764584,5.651655065,5.983417432,5.558209884
ENSG00000053918,5.211090829,5.274533627,5.210868813,5.059064278
ENSG00000054116,6.574203118,6.523344868,6.611981307,6.503527683
ENSG00000054118,8.554627054,8.317416551,8.326834329,8.423237121
ENSG00000054148,6.042515812,5.766790114,5.481925759,5.448122972
ENSG00000054179,4.103475449,4.077512934,3.940345689,3.955777507
ENSG00000054219,7.160877484,7.243842299,7.232945063,7.259812369
ENSG00000054267,7.163342901,7.275424535,7.861440893,7.85396658
ENSG00000054277,4.743893246,4.806858098,5.016544748,5.20021196
ENSG00000054282,4.035681676,4.002456425,4.131930742,4.161138564
ENSG00000054523,7.56340477,7.708310142,8.195797219,8.152035796
ENSG00000054598,5.080957152,5.028714987,5.392150178,5.470736553
ENSG00000054611,5.551601513,5.688634107,5.750735972,5.433199948
ENSG00000054654,7.972089144,8.155952124,8.659063831,7.906776095
ENSG00000054690,5.401544753,5.470010613,5.758051178,5.71325244
ENSG00000054793,9.918830179,9.939355299,10.45522604,10.01616859
ENSG00000054965,7.198265621,7.155705982,7.054063303,6.97356479
ENSG00000054967,3.702697554,3.675253987,3.640885798,3.691909022
ENSG00000055044,7.715105836,7.829024177,7.24115717,7.504844232
ENSG00000055070,8.2265874,8.248364492,8.074902145,7.8948638
ENSG00000055118,2.663768133,2.702928299,2.705829558,2.701215766
ENSG00000055130,8.072320596,8.072606984,8.164807355,8.343336182
ENSG00000055147,4.542319583,4.316755793,4.446451456,4.310956719
ENSG00000055163,5.135657874,4.946884329,5.300658012,5.215644073
ENSG00000055208,8.11566989,8.123427193,8.528928286,8.463958335
ENSG00000055211,6.195986457,6.180902799,6.400438288,6.527061883
ENSG00000055332,8.951162051,9.003195168,8.912770155,9.234553315
ENSG00000055483,6.632788242,7.132724661,6.831030227,6.815049934
ENSG00000055609,8.134367603,8.155274488,8.460810652,8.822591996
ENSG00000055917,8.538591805,8.629300826,8.765190903,9.041905977
ENSG00000055950,6.126372821,6.230784515,6.125334029,6.014718024
ENSG00000056050,4.153137102,4.153107206,4.195428569,4.313258606
ENSG00000056097,8.358172849,8.421165682,8.547845405,8.558137648
ENSG00000056277,4.46191046,4.422173191,4.586041753,4.582447382
ENSG00000056558,2.891107466,2.867425922,3.105151058,3.011669446
ENSG00000056586,7.113613218,7.466330932,7.927603328,7.534178966
ENSG00000056736,4.114081305,4.163937269,4.080680315,4.115158817
ENSG00000056972,5.360891146,5.318646791,5.303665178,5.302378381
ENSG00000056998,1.012171723,1.078778294,0.995183165,1.013991965
ENSG00000057019,9.584776156,9.407939957,9.439883335,9.467422651
ENSG00000057252,4.968175736,4.596735132,5.426766865,5.160816303
ENSG00000057294,7.114093529,7.163019612,7.04038125,7.031449794
ENSG00000057608,9.518606992,9.530876362,9.354355677,9.323666884
ENSG00000057657,3.203094221,3.302408047,3.548051135,3.371781275
ENSG00000057663,6.719031576,6.584164931,6.833304669,6.937072019
ENSG00000057704,5.118293191,5.002231526,5.00400475,4.855484392
ENSG00000057757,6.73073813,6.734423513,6.69795141,6.705169927
ENSG00000057935,6.304305911,6.443222106,6.667277419,6.571397639
ENSG00000058056,5.601790593,5.231440261,5.23441377,5.506873539
ENSG00000058063,8.169832259,8.178341164,8.483275167,8.419580286
ENSG00000058085,5.339498368,5.31305417,5.569854527,5.451538749
ENSG00000058091,1.657939307,1.664917415,1.718348851,1.700241715
ENSG00000058262,9.41620587,9.558372605,9.387734307,9.300802383
ENSG00000058272,7.555603631,7.669235724,8.140808685,8.449109203
ENSG00000058335,1.982761807,2.02642201,2.022272585,2.033229816
ENSG00000058453,4.578814951,4.770431554,4.661174009,4.672908953
ENSG00000058600,6.466567881,6.518393451,6.599451177,6.445555026
ENSG00000058668,6.657895026,6.562949508,6.726584815,6.829887439
ENSG00000058673,8.822044096,8.527646447,8.399194218,8.839676139
ENSG00000058729,5.171227063,4.964914537,5.496393475,5.274489132
ENSG00000058799,4.832914287,4.958563976,5.031635242,4.97561043
ENSG00000058804,7.377601378,7.542492925,6.825118683,7.198402345
ENSG00000059122,5.536921986,5.060637879,5.161648802,5.11991434
ENSG00000059145,5.682182886,5.583226211,4.93446368,4.769079716
ENSG00000059377,4.523221065,4.382243359,4.53292177,4.552270534
ENSG00000059378,6.6770717,7.028906852,7.064600384,7.132428796
ENSG00000059573,8.131055966,8.139150565,7.855026029,7.990501204
ENSG00000059588,7.049929651,6.677913039,7.608443944,6.972173407
ENSG00000059691,4.70174031,4.628247162,4.459673459,4.484706378
ENSG00000059728,6.010185538,6.164467584,6.149108493,6.077820685
ENSG00000059758,5.213701796,5.244247305,5.361835725,5.709138274
ENSG00000059769,3.765059307,3.747906307,3.760339935,3.803074466
ENSG00000060069,4.776415405,4.880257181,4.756305634,4.750854536
ENSG00000060138,8.334625732,8.461840346,8.436449878,8.442199302
ENSG00000060140,4.656339173,4.773674613,4.690780737,4.736102151
ENSG00000060237,8.711070469,9.128645747,8.987213586,9.322687067
ENSG00000060339,8.027638867,7.923761404,8.288545146,8.099710812
ENSG00000060491,7.512917588,7.551227061,7.099222056,7.217945823
ENSG00000060558,4.425283967,4.484789034,4.316654012,4.36903034
ENSG00000060642,5.519428631,5.62439606,5.526608449,5.440586199
ENSG00000060688,6.739341681,6.944866537,6.394967858,6.349686161
ENSG00000060749,7.788151573,7.693598737,8.005780665,7.650521377
ENSG00000060762,5.160948727,5.137589771,5.414853067,5.349846778
ENSG00000060971,6.69141379,6.590715547,6.494080845,6.236702819
ENSG00000061273,7.388877553,7.470022799,7.452216257,7.416041343
ENSG00000061656,4.854622303,4.95380262,4.717476585,5.102842822
ENSG00000061676,9.199412242,9.270081425,9.791305006,9.745175714
ENSG00000061794,7.926355158,8.076818127,7.87247621,7.990356256
ENSG00000061936,6.420327497,6.159007361,6.309314946,6.380190929
ENSG00000061938,6.959367797,7.024932561,6.482435174,6.469128026
ENSG00000061987,6.703594309,6.557779156,7.036785609,7.042819901
ENSG00000062038,2.839250034,2.902356499,2.799094918,2.925497784
ENSG00000062194,7.817934435,7.733210101,7.992411847,7.953349371
ENSG00000062282,5.140997118,4.924904047,4.930614097,5.255368307
ENSG00000062370,3.970568882,4.010116106,4.254747864,4.288246898
ENSG00000062485,8.983718636,8.959209316,8.73384372,8.674173095
ENSG00000062582,6.039920838,5.932964642,5.693136276,5.776028444
ENSG00000062598,6.750188377,6.708782819,7.028116667,7.00614287
ENSG00000062650,8.197677209,8.024331541,8.140969486,8.226985189
ENSG00000062716,8.566276483,8.791260275,8.935626875,8.983686353
ENSG00000062725,6.598314065,6.652618544,7.048386692,6.967435588
ENSG00000062822,7.458002494,7.466523694,6.728702627,6.855519284
ENSG00000063046,10.54294896,10.43718807,10.16196865,10.07776877
ENSG00000063169,5.160928965,5.473266595,5.597597049,5.140902724
ENSG00000063176,6.343481411,6.224974643,5.805500601,5.71720832
ENSG00000063177,10.73489281,10.69286629,10.03725575,10.0453373
ENSG00000063241,6.789938754,6.795921422,6.431482593,6.515662337
ENSG00000063244,9.712857167,9.512018483,9.028561595,8.799141315
ENSG00000063245,8.335852684,8.483399014,8.160720832,7.978733688
ENSG00000063322,7.790731305,7.838251185,8.222181256,8.274266276
ENSG00000063587,5.724726105,5.727313112,5.862442397,5.91525406
ENSG00000063601,7.212111334,7.104442149,7.327109041,7.418890839
ENSG00000063660,5.748818172,5.876772462,5.852484548,5.590603127
ENSG00000063761,1.876411613,1.863505438,1.840070372,1.811584535
ENSG00000063854,4.830058001,4.766267114,4.899511279,4.994057309
ENSG00000063978,7.238282838,7.1620282,7.30281827,7.272492751
ENSG00000064012,6.422575562,6.558981962,6.685096234,6.58048169
ENSG00000064042,7.143712269,7.575581579,7.648381001,7.600097968
ENSG00000064102,6.492078249,6.639096433,6.42487756,6.358122437
ENSG00000064115,8.222468262,8.286448825,8.635796865,8.599530268
ENSG00000064199,4.573279463,4.492130851,4.422121092,4.274765178
ENSG00000064225,1.954694965,2.095015709,1.95577357,1.93301507
ENSG00000064270,7.362088742,7.421901428,7.455049717,7.614266287
ENSG00000064309,4.298591411,4.596386278,4.42582682,4.564481448
ENSG00000064313,8.048670248,8.258989955,8.510885806,8.53763736
ENSG00000064393,5.623156806,5.349263358,5.470558613,5.496536991
ENSG00000064419,8.206609552,8.175713579,8.083680992,8.122795182
ENSG00000064489,2.581825233,2.559928709,2.557690975,3.011348778
ENSG00000064490,5.19800725,5.213205346,4.990172974,5.123046039
ENSG00000064545,4.768871128,4.769989373,4.658931955,4.764394699
ENSG00000064547,4.01257582,4.121258334,3.907258453,3.97504069
ENSG00000064601,8.006133312,7.926062258,8.425916593,8.195400292
ENSG00000064607,6.759541126,6.576068482,6.763097464,6.550169237
ENSG00000064651,10.56604356,10.55911119,10.84798053,10.46264624
ENSG00000064652,4.130744032,4.025930356,4.433126535,4.1721355
ENSG00000064666,9.09640387,8.99585698,8.76549611,8.60578227
ENSG00000064687,6.732589513,6.855680239,7.348233948,6.967740033
ENSG00000064692,1.876526112,1.871034669,2.032324637,1.960514828
ENSG00000064703,5.633347458,5.570116571,5.521026186,5.581695548
ENSG00000064726,8.070852554,8.056976269,8.26216464,8.410238462
ENSG00000064763,6.050199146,6.014354366,5.387628241,5.716317603
ENSG00000064787,7.871324626,7.817964243,8.467015665,8.167946617
ENSG00000064932,6.458015127,6.311824895,5.993527723,6.11566582
ENSG00000064933,5.872074854,5.499590244,5.613675494,5.463805467
ENSG00000064961,6.479472717,6.483949441,6.329365232,6.263233499
ENSG00000064995,5.772560213,5.786070171,5.868253559,5.801177871
ENSG00000064999,6.941906843,6.837671267,6.674981023,6.864622883
ENSG00000065000,8.005308545,8.321851845,8.224812829,8.02824981
ENSG00000065029,5.292527953,5.391378312,5.367640827,5.358355209
ENSG00000065054,7.499357029,7.561642444,7.29585121,7.090109954
ENSG00000065057,5.397226428,5.180197887,4.919437907,4.905744721
ENSG00000065060,7.027306941,7.515696813,7.596122181,7.361192271
ENSG00000065135,7.871152359,7.757799833,7.73606177,7.6437173
ENSG00000065150,9.694388799,9.737567183,9.160785932,9.208736871
ENSG00000065154,6.848998103,6.902290754,7.170034942,7.065224682
ENSG00000065183,7.132542392,6.955652946,6.027439854,6.382163055
ENSG00000065243,8.122720773,7.972195015,7.975311696,8.020559038
ENSG00000065268,5.486154576,5.56602309,5.152412077,5.433156955
ENSG00000065308,6.272209635,6.189634584,6.347256736,6.381650262
ENSG00000065328,5.813900745,5.792468147,5.458369314,5.820151637
ENSG00000065357,3.268827752,3.221220099,3.158578832,3.261229999
ENSG00000065361,9.212839094,9.152043146,9.496597609,9.747051812
ENSG00000065413,3.527736428,3.590149097,3.547241477,3.50319429
ENSG00000065427,8.18836364,8.231521326,7.810662408,7.870360674
ENSG00000065457,5.481254414,5.405379889,5.302512098,5.69032742
ENSG00000065485,4.75838308,4.903514583,4.863759304,4.773628938
ENSG00000065491,5.328897835,5.288317609,5.370804708,5.393732298
ENSG00000065518,7.394209086,7.329194171,7.478570141,7.387547427
ENSG00000065526,8.20256156,7.984293104,7.926184307,7.851906013
ENSG00000065534,4.296545564,4.324035776,4.257096945,4.334902244
ENSG00000065548,8.023157704,8.016501579,7.926335671,7.904784843
ENSG00000065559,5.687826877,5.539747078,5.798942465,5.567372659
ENSG00000065600,3.960887893,3.774420941,3.765338465,3.822041231
ENSG00000065613,8.158795959,8.144331624,8.476474272,8.574336623
ENSG00000065615,6.18818312,6.088741272,5.948628035,5.285159822
ENSG00000065618,7.270485913,7.391131381,6.511947703,6.910310928
ENSG00000065621,5.199517981,5.257731794,5.211062511,5.240344955
ENSG00000065665,3.167255586,3.066095841,3.247403568,3.240611566
ENSG00000065675,1.479570282,1.476513202,1.489977497,1.483214046
ENSG00000065717,1.660039976,1.643649692,1.636193236,1.588986982
ENSG00000065802,5.572372948,5.891257382,5.924008702,5.904953053
ENSG00000065809,7.156418813,7.313840738,7.565240415,7.341967204
ENSG00000065833,6.998215628,6.954855357,7.600651149,7.525216669
ENSG00000065882,6.683893537,6.823229858,6.341533862,6.981639655
ENSG00000065883,7.62911196,7.770270204,7.781690684,7.655071935
